id,course_id,customer_id,status,created_at,description,amount_paid
573,45,41406,FAILED,2023-05-26,,420.0
574,45,20073,REFUNDED,2023-10-08,,480.0
575,45,68740,PAID,2023-07-08,,420.0
576,45,93040,CANCELED,2023-09-27,,480.0
577,45,74664,NOT_PAID,2023-09-30,,480.0
578,45,5596,PENDING,2023-04-14,,120.0
579,45,87000,PENDING,2023-04-15,,0.0
580,46,28775,FAILED,2023-04-12,,600.0
581,46,9200,PAID,2023-10-30,,600.0
582,46,65864,CANCELED,2023-07-02,,360.0
583,46,35992,CANCELED,2023-06-25,,0.0
584,46,12642,PAID,2023-08-13,,600.0
585,46,64123,REFUNDED,2023-06-01,,360.0
586,46,72359,PAID,2023-06-21,,600.0
587,46,41315,PENDING,2023-03-23,,0.0
588,46,99365,NOT_PAID,2023-06-03,,0.0
589,46,90807,PENDING,2023-04-12,,120.0
590,46,2849,PAID,2023-04-02,,480.0
591,46,17531,CANCELED,2023-08-01,,600.0
592,46,83285,PAID,2023-12-09,,360.0
593,46,15392,PAID,2023-07-12,,120.0
594,47,11892,CANCELED,2023-05-27,,400.0
595,47,88844,PAID,2023-08-09,,400.0
596,47,50833,REFUNDED,2023-11-08,,80.0
597,47,56937,FAILED,2023-12-29,,240.0
598,47,55931,PAID,2023-01-21,,80.0
599,47,50241,PAID,2023-01-21,,0.0
600,47,80951,REFUNDED,2023-05-04,,0.0
601,47,3272,PAID,2023-02-19,,400.0
602,47,89457,FAILED,2023-12-23,,0.0
603,47,80219,PENDING,2023-07-10,,320.0
604,47,84232,CANCELED,2023-05-22,,80.0
605,47,31370,FAILED,2023-02-17,,0.0
606,47,69332,FAILED,2023-08-25,,80.0
607,47,91641,PENDING,2023-12-19,,320.0
608,47,36004,CANCELED,2023-07-19,,240.0
609,47,58235,PAID,2023-10-01,,280.0
610,47,63775,PAID,2023-06-27,,320.0
611,47,4021,FAILED,2023-10-24,,400.0
612,47,53262,PAID,2023-10-03,,280.0
613,48,93197,NOT_PAID,2023-09-30,,0.0
614,48,68286,PENDING,2023-02-14,,600.0
615,48,58007,NOT_PAID,2023-12-04,,480.0
616,48,28443,PENDING,2023-09-29,,360.0
617,48,52373,FAILED,2023-02-09,,600.0
618,48,53534,PAID,2023-01-14,,0.0
619,48,90860,FAILED,2023-09-15,,420.0
620,48,84010,PAID,2023-03-26,,420.0
621,48,77022,PAID,2023-07-26,,360.0
622,48,47649,PAID,2023-07-17,,120.0
623,48,32762,PAID,2023-12-23,,480.0
624,48,36758,PAID,2023-12-14,,360.0
625,49,97470,NOT_PAID,2023-07-01,,900.0
626,49,14793,CANCELED,2023-03-12,,900.0
627,49,55220,PAID,2023-11-25,,0.0
628,49,9308,PAID,2023-08-01,,540.0
629,49,59764,PENDING,2023-05-13,,900.0
630,49,97518,FAILED,2023-11-29,,630.0
631,49,1829,REFUNDED,2023-07-08,,540.0
632,49,15408,NOT_PAID,2023-06-20,,0.0
633,49,84000,PAID,2023-01-11,,900.0
634,49,94675,PAID,2023-01-23,,0.0
635,49,41899,PAID,2023-09-28,,720.0
636,49,31527,PAID,2023-09-30,,0.0
637,50,89662,PAID,2023-05-05,,0.0
638,50,41375,PAID,2023-07-24,,300.0
639,50,16422,NOT_PAID,2023-11-29,,60.0
640,50,48513,PAID,2023-04-01,,300.0
641,50,92970,REFUNDED,2023-10-21,,300.0
642,50,69668,NOT_PAID,2023-01-31,,180.0
643,50,22803,FAILED,2023-10-22,,300.0
