id,customer_id,discount_percent,valid_until,entries_left
21791,74510,40,2028-06-11,20
21792,14935,20,2027-05-20,20
21793,58468,30,2027-11-17,5
21794,1922,80,2027-08-05,10
21795,8782,30,2026-04-20,20
21796,34618,80,2028-05-04,10
21797,21646,40,2027-12-15,20
21798,56465,80,2027-02-18,30
21799,91268,40,2026-09-24,5
21800,3449,80,2028-01-07,5
21801,97980,20,2027-12-14,30
21802,61246,100,2028-05-09,30
21803,6683,80,2026-09-29,20
21804,67577,100,2026-01-03,30
21805,83181,30,2027-05-20,30
21806,91839,100,2028-02-16,20
21807,22483,40,2028-04-07,20
21808,13854,20,2026-09-18,5
21809,11669,30,2027-05-16,30
21810,53837,20,2028-11-21,30
21811,7199,20,2027-02-04,20
21812,20757,40,2028-12-09,10
21813,3596,80,2026-05-13,5
21814,34013,100,2028-03-06,20
21815,12463,100,2027-08-14,5
21816,71533,30,2026-09-20,30
21817,10970,30,2026-04-12,10
21818,30830,30,2028-04-04,5
21819,48415,20,2027-09-11,30
21820,74916,100,2027-08-26,20
21821,67235,100,2027-12-04,20
21822,78050,100,2027-06-12,5
21823,66121,100,2027-07-27,5
21824,76640,100,2026-06-22,5
21825,58797,80,2026-01-02,5
21826,19216,20,2027-02-01,5
21827,14675,30,2028-04-02,5
21828,10945,80,2027-02-17,20
21829,58256,40,2027-05-10,5
21830,2938,30,2026-06-18,5
21831,70452,40,2028-02-21,30
21832,66015,100,2027-04-10,20
21833,77025,100,2026-03-05,5
21834,37981,40,2026-06-26,30
21835,66614,20,2028-05-29,10
21836,4003,80,2026-01-17,30
21837,9255,80,2028-08-19,10
21838,90901,40,2026-12-15,10
21839,52298,20,2027-09-22,30
21840,34084,80,2026-02-23,20
21841,39861,40,2027-06-07,20
21842,70138,40,2026-04-04,20
21843,18120,100,2027-12-27,30
21844,21066,80,2026-12-10,30
21845,84783,30,2027-10-24,10
21846,79624,20,2028-02-26,10
21847,46669,40,2026-02-27,30
21848,68413,30,2028-01-14,30
21849,67259,20,2028-04-11,20
21850,30558,100,2028-10-09,10
21851,74854,100,2028-11-15,20
21852,97791,100,2028-07-23,10
21853,66434,100,2028-04-29,10
21854,48995,40,2028-01-03,20
21855,57366,100,2026-12-14,30
21856,79944,30,2026-05-14,10
21857,70661,40,2026-11-05,30
21858,22620,80,2026-02-20,5
21859,8090,30,2026-04-04,5
21860,3368,20,2028-04-07,10
21861,34014,30,2027-11-26,10
21862,70792,40,2027-03-06,5
21863,6138,30,2028-01-14,20
21864,91713,40,2028-08-08,20
21865,62169,100,2027-08-10,10
21866,79383,40,2026-09-23,10
21867,62034,40,2028-11-03,30
21868,12282,30,2026-10-01,30
21869,23571,40,2027-06-20,5
21870,24762,100,2028-06-13,5
21871,94968,100,2027-08-29,10
21872,73850,40,2026-08-27,20
21873,94352,100,2026-02-05,30
21874,39264,30,2027-01-24,20
21875,78078,100,2027-04-03,5
21876,52853,30,2027-01-08,5
21877,11994,80,2026-03-22,10
21878,11015,80,2028-01-10,30
21879,20688,100,2026-06-18,10
21880,66965,40,2026-07-24,5
21881,82935,80,2027-04-26,5
21882,81008,80,2028-09-22,5
21883,35444,40,2028-07-07,5
21884,21673,20,2026-09-19,30
21885,55506,20,2028-11-05,5
21886,73360,80,2028-04-08,20
21887,66151,20,2026-09-14,5
21888,19719,100,2027-10-14,5
21889,60734,40,2026-03-28,30
21890,51394,20,2026-07-08,20
21891,75838,20,2027-01-03,10
21892,94034,40,2028-07-20,5
21893,6557,20,2026-01-22,5
21894,35014,80,2028-10-21,30
21895,5654,30,2026-11-18,30
21896,77181,30,2028-08-20,10
21897,46484,40,2026-08-28,30
21898,85087,80,2027-07-09,30
21899,15456,30,2028-09-28,5
21900,88263,40,2026-10-02,5
21901,11592,30,2028-08-28,10
21902,76150,30,2027-01-22,10
21903,55512,30,2027-09-11,30
21904,90348,30,2026-01-07,10
21905,46480,100,2028-03-01,5
21906,88334,40,2026-11-29,5
21907,98536,20,2026-07-26,30
21908,64797,40,2028-06-19,30
21909,72332,20,2027-07-11,20
21910,32521,40,2027-03-20,20
21911,23204,30,2026-01-28,10
21912,88184,40,2027-02-25,10
21913,93365,40,2027-01-04,20
21914,72511,100,2026-06-25,30
21915,73163,40,2028-09-10,20
21916,29378,40,2028-01-09,10
21917,98868,100,2027-04-09,10
21918,49465,100,2026-01-03,30
21919,46406,80,2027-02-09,5
21920,14026,40,2026-09-03,10
21921,83015,40,2026-04-16,20
21922,76158,30,2027-09-05,30
21923,97632,40,2027-05-08,5
21924,78329,80,2028-08-31,5
21925,38385,100,2028-06-28,5
21926,5921,40,2028-01-21,20
21927,55265,30,2027-03-24,20
21928,88168,100,2026-02-23,5
21929,49325,100,2028-04-20,5
21930,50297,20,2027-10-25,5
21931,71670,80,2027-08-19,20
21932,90209,30,2026-02-27,10
21933,34712,40,2026-01-26,30
21934,86597,100,2028-11-23,20
21935,3359,20,2026-11-18,5
21936,81918,20,2026-04-09,5
21937,59384,100,2027-05-11,10
21938,67070,30,2027-09-23,30
21939,40947,30,2027-06-28,5
21940,19883,20,2026-04-24,30
21941,8489,20,2027-09-15,10
21942,97706,80,2027-02-21,10
21943,1523,40,2026-09-17,5
21944,20048,100,2027-07-13,10
21945,81859,30,2028-10-08,10
21946,44305,40,2026-12-17,30
21947,99955,80,2028-04-14,10
21948,95526,80,2026-04-18,30
21949,18657,80,2028-08-20,30
21950,93427,40,2026-12-10,30
21951,46606,100,2027-06-22,30
21952,76022,20,2027-06-09,30
21953,31872,20,2027-03-29,20
21954,53298,100,2027-06-23,10
21955,89430,30,2027-07-19,5
21956,71123,40,2026-03-10,10
21957,71659,20,2027-04-15,20
21958,16392,40,2027-04-01,5
21959,45,40,2028-06-24,10
21960,65868,30,2028-07-17,30
21961,75219,80,2028-09-13,20
21962,96487,80,2028-05-20,30
21963,34855,30,2028-08-10,10
21964,70074,40,2026-09-03,5
21965,52446,80,2026-07-08,20
21966,79026,20,2027-10-07,10
21967,65774,40,2028-06-03,5
21968,85517,30,2027-06-13,20
21969,5386,100,2028-03-25,5
21970,57136,40,2028-05-30,20
21971,18018,30,2026-09-01,10
21972,33887,20,2028-10-27,5
21973,51799,80,2027-11-18,30
21974,62853,30,2026-10-29,20
21975,19837,30,2028-09-23,30
21976,69103,100,2026-08-30,30
21977,58350,30,2027-01-20,30
21978,75465,40,2028-02-04,10
21979,8933,80,2027-04-08,10
21980,92857,80,2027-05-30,30
21981,2891,30,2026-06-14,10
21982,8312,20,2028-04-25,20
21983,79304,30,2028-10-12,5
21984,39309,100,2027-05-05,5
21985,9681,100,2028-09-03,30
21986,28109,40,2026-11-15,30
21987,14805,40,2028-01-28,30
21988,76874,20,2026-04-16,5
21989,32544,40,2026-11-17,30
21990,85946,40,2028-05-22,20
21991,21397,20,2027-08-13,20
21992,26814,20,2026-11-27,10
21993,53397,40,2027-10-16,5
21994,98404,40,2026-03-13,20
21995,86553,40,2026-12-19,30
21996,27964,20,2026-11-01,5
21997,62274,80,2028-05-31,5
21998,94412,30,2026-05-11,10
21999,56,20,2027-03-26,20
22000,98004,40,2028-09-10,10
22001,95425,20,2028-02-12,5
22002,32588,80,2027-08-08,5
22003,5740,100,2026-02-27,10
22004,33360,80,2027-12-13,30
22005,42103,20,2027-10-19,30
22006,72915,40,2027-10-07,30
22007,66984,80,2026-09-23,30
22008,12373,100,2026-02-25,5
22009,52509,40,2026-01-13,30
22010,43575,40,2027-12-16,10
22011,2875,100,2028-12-21,5
22012,21703,20,2026-11-12,30
22013,92925,30,2028-07-09,20
22014,36493,30,2028-03-14,10
22015,39596,30,2028-08-02,30
22016,64959,80,2028-06-19,20
22017,99181,100,2026-09-03,10
22018,34365,80,2026-04-18,10
22019,16328,30,2028-04-04,5
22020,92032,30,2028-08-18,5
22021,56220,30,2026-08-07,5
22022,41666,80,2027-09-28,10
22023,4138,100,2026-08-23,5
22024,25330,20,2027-06-23,20
22025,37900,80,2027-05-07,20
22026,35862,100,2027-03-23,10
22027,89576,30,2028-06-07,10
22028,74347,30,2026-05-30,20
22029,54578,20,2027-08-22,5
22030,87780,80,2027-08-05,20
22031,8282,100,2026-05-25,30
22032,61610,20,2027-08-11,20
22033,91398,40,2027-06-28,5
22034,8564,40,2028-09-16,20
22035,67606,80,2028-06-15,10
22036,16617,30,2026-10-19,5
22037,89848,20,2026-05-27,10
22038,77929,80,2026-01-02,10
22039,70549,100,2027-08-18,20
22040,75136,30,2028-07-26,30
22041,95838,20,2026-03-24,30
22042,92821,80,2028-06-27,20
22043,71658,100,2026-06-07,20
22044,70916,80,2028-01-19,20
22045,374,20,2027-03-03,30
22046,98998,40,2027-03-14,10
22047,60520,40,2027-10-25,5
22048,72241,100,2028-07-02,10
22049,19066,30,2028-08-23,20
22050,85322,30,2026-10-01,30
22051,87532,20,2028-12-29,20
22052,10436,100,2027-02-20,30
22053,58046,30,2027-08-14,20
22054,35504,40,2028-03-30,30
22055,54225,20,2028-11-27,10
22056,90380,20,2028-06-14,5
22057,13709,100,2026-02-17,30
22058,29685,40,2028-11-06,30
22059,42789,100,2028-09-13,5
22060,24211,30,2028-04-07,30
22061,51711,30,2026-06-08,20
22062,49353,80,2026-03-15,5
22063,98725,80,2026-06-13,5
22064,81508,100,2027-09-13,20
22065,55337,80,2026-01-16,20
22066,70570,20,2028-07-11,20
22067,32634,20,2028-04-20,30
22068,76254,40,2028-02-18,30
22069,51882,30,2028-04-10,20
22070,72031,20,2027-11-13,5
22071,57718,40,2028-11-27,10
22072,40845,100,2027-03-26,10
22073,66418,30,2027-05-31,30
22074,49960,30,2028-07-24,30
22075,77973,100,2027-01-17,10
22076,40941,80,2028-02-20,30
22077,98102,40,2028-03-03,30
22078,42904,80,2028-07-29,10
22079,44602,20,2026-10-19,20
22080,77117,30,2026-11-01,20
22081,34239,100,2026-09-09,10
22082,41099,100,2027-08-14,20
22083,92794,20,2026-07-29,5
22084,14503,80,2026-02-09,20
22085,16269,20,2027-10-09,5
22086,17665,80,2028-08-22,5
22087,23670,100,2026-01-14,5
22088,95668,100,2026-10-10,30
22089,62621,100,2027-11-27,5
22090,47359,100,2028-10-11,30
22091,32296,100,2026-12-20,10
22092,82764,100,2028-09-10,5
22093,5832,30,2026-01-29,10
22094,46041,20,2026-12-22,10
22095,14863,30,2027-07-08,5
22096,82330,80,2028-06-26,30
22097,62192,40,2028-11-02,30
22098,95693,40,2026-05-12,5
22099,55376,30,2027-03-03,5
22100,98083,40,2028-08-05,30
22101,81001,100,2028-02-18,30
22102,70493,80,2028-03-15,10
22103,72777,30,2027-12-15,20
22104,51759,20,2028-04-16,10
22105,27151,100,2027-02-24,5
22106,55214,40,2026-06-13,20
22107,97699,20,2028-09-15,10
22108,32579,40,2027-10-14,10
22109,97627,100,2026-03-02,10
22110,79842,80,2027-06-04,10
22111,13109,20,2027-06-09,10
22112,67459,20,2028-03-18,30
22113,75926,100,2027-08-01,10
22114,34067,100,2027-10-05,10
22115,42947,20,2027-10-13,20
22116,85651,20,2028-11-15,5
22117,7316,30,2028-02-07,30
22118,99110,80,2026-10-17,10
22119,92338,80,2027-06-24,5
22120,1007,20,2028-05-09,20
22121,6443,20,2028-07-23,5
22122,3248,80,2028-04-13,5
22123,77873,30,2027-08-02,10
22124,75026,40,2026-12-07,5
22125,86233,30,2028-12-20,30
22126,17811,20,2028-06-10,30
22127,39153,100,2028-08-29,5
22128,79760,20,2026-08-19,30
22129,76070,100,2026-02-01,30
22130,32797,100,2027-10-19,20
22131,23453,100,2028-04-15,30
22132,6155,20,2027-01-17,30
22133,38446,80,2026-12-09,30
22134,94301,20,2027-08-05,10
22135,49158,100,2028-10-11,5
22136,95255,80,2026-12-09,10
22137,72975,40,2028-07-08,10
22138,57005,20,2026-03-25,5
22139,56537,30,2028-12-21,10
22140,65209,40,2026-11-03,20
22141,53800,30,2026-02-25,30
22142,82310,30,2026-10-16,30
22143,78652,80,2026-05-12,30
22144,57122,80,2027-10-07,5
22145,34359,30,2028-02-15,30
22146,99193,100,2027-10-05,30
22147,1882,20,2027-12-28,5
22148,79395,100,2028-10-15,10
22149,41255,100,2027-01-09,10
22150,55521,40,2028-11-12,20
22151,47735,30,2028-04-08,10
22152,64230,30,2028-03-09,10
22153,99159,100,2027-08-25,20
22154,44554,20,2026-09-05,10
22155,97130,80,2026-11-27,5
22156,3826,40,2027-09-08,20
22157,74870,20,2026-12-22,10
22158,59064,80,2026-08-12,20
22159,40439,80,2028-08-21,10
22160,41804,40,2027-08-17,20
22161,80131,80,2026-07-05,20
22162,99934,30,2027-11-13,20
22163,66378,100,2026-10-18,5
22164,3787,30,2026-04-26,30
22165,95350,30,2026-01-25,30
22166,17152,30,2026-09-20,5
22167,31788,40,2028-02-16,10
22168,99591,30,2027-05-04,5
22169,33829,20,2027-01-31,20
22170,53011,40,2027-12-15,20
22171,49973,20,2026-09-20,10
22172,17146,20,2026-02-04,30
22173,24160,40,2026-09-03,5
22174,54885,100,2026-07-01,5
22175,44107,20,2027-02-18,10
22176,37905,100,2028-12-24,10
22177,7104,100,2026-12-09,10
22178,87155,30,2028-06-21,20
22179,51969,30,2027-03-21,20
22180,43779,30,2026-06-30,10
22181,45486,30,2026-05-28,30
22182,30003,30,2027-05-08,30
22183,96699,30,2027-07-03,20
22184,1201,100,2028-11-05,5
22185,55771,20,2026-02-06,10
22186,21007,80,2026-05-26,20
22187,24477,20,2028-05-28,20
22188,15521,80,2028-01-01,5
22189,22926,80,2026-08-05,10
22190,19944,80,2027-10-17,30
22191,38550,30,2026-09-15,20
22192,23730,100,2028-01-15,20
22193,59235,40,2027-03-02,5
22194,56123,30,2026-03-02,20
22195,90523,100,2026-01-30,5
22196,62122,80,2027-09-03,5
22197,40714,20,2026-10-13,5
22198,52591,100,2028-03-02,5
22199,88425,30,2026-07-03,5
22200,41420,100,2028-12-14,5
22201,88690,20,2026-01-20,30
22202,51137,30,2027-08-07,20
22203,3638,100,2026-04-13,20
22204,13587,40,2026-12-13,20
22205,85243,100,2026-12-12,10
22206,84101,30,2027-11-05,20
22207,95669,40,2028-02-19,10
22208,13097,40,2027-09-25,5
22209,99554,80,2027-11-12,20
22210,48826,40,2028-10-17,10
22211,84142,20,2027-04-02,30
22212,32926,20,2027-04-15,10
22213,69915,20,2026-12-19,20
22214,67774,100,2027-01-16,5
22215,50889,20,2026-08-04,30
22216,7861,20,2026-02-28,20
22217,803,80,2026-03-01,20
22218,70367,100,2028-02-21,10
22219,92839,80,2027-09-27,5
22220,86984,40,2026-05-16,5
22221,95240,40,2026-01-19,20
22222,94694,80,2027-03-22,30
22223,67669,80,2027-10-17,10
22224,89441,40,2027-09-26,30
22225,63072,30,2028-02-20,10
22226,83231,100,2026-06-16,5
22227,73247,40,2027-03-04,30
22228,16758,40,2028-08-10,10
22229,25675,100,2028-10-09,5
22230,10373,80,2028-01-20,30
22231,22661,30,2028-06-20,10
22232,75739,20,2026-09-11,20
22233,46972,100,2027-03-31,30
22234,58208,40,2028-11-21,30
22235,84943,80,2027-07-20,30
22236,35809,80,2027-05-07,20
22237,58474,80,2026-07-18,10
22238,17683,100,2027-10-19,5
22239,53550,20,2027-03-04,30
22240,34488,30,2027-05-29,5
22241,21511,100,2026-06-01,30
22242,55705,30,2027-12-08,5
22243,9980,40,2027-03-09,5
22244,19304,100,2026-01-23,30
22245,14537,40,2028-12-16,10
22246,21578,30,2028-04-24,30
22247,7009,20,2026-12-29,30
22248,97356,40,2026-08-06,30
22249,69306,40,2027-10-07,10
22250,32930,30,2026-04-23,10
22251,29991,20,2028-03-10,10
22252,62748,40,2027-11-30,20
22253,97194,80,2027-06-19,30
22254,29882,80,2028-06-19,10
22255,56372,30,2028-11-18,30
22256,45315,80,2026-10-17,20
22257,77168,40,2027-12-26,10
22258,50577,30,2028-10-01,5
22259,69769,20,2026-12-02,20
22260,6304,40,2027-01-31,30
22261,60451,20,2026-10-03,30
22262,72628,80,2027-01-17,10
22263,45922,30,2028-09-12,20
22264,22126,20,2028-12-20,10
22265,48300,30,2027-10-17,10
22266,34699,80,2026-01-24,20
22267,92432,20,2026-06-28,10
22268,22916,100,2028-08-08,20
22269,80774,80,2028-05-30,10
22270,16767,100,2027-10-16,10
22271,16176,40,2026-04-03,10
22272,93685,30,2027-03-02,30
22273,82981,20,2028-08-20,30
22274,78628,30,2028-02-24,10
22275,42507,100,2028-09-10,10
22276,33190,80,2027-12-11,10
22277,47452,30,2028-10-09,20
22278,35174,40,2028-09-30,10
22279,6180,20,2028-08-01,20
22280,4121,30,2027-08-20,10
22281,96147,30,2027-10-20,30
22282,33354,80,2028-12-31,20
22283,40043,100,2026-07-30,10
22284,48160,30,2027-06-15,5
22285,37383,30,2027-07-23,10
22286,61240,40,2026-08-14,20
22287,44374,20,2026-06-21,20
22288,19090,20,2027-08-07,10
22289,25797,20,2026-01-05,5
22290,10054,40,2026-08-07,30
22291,14602,100,2027-04-16,20
22292,91848,30,2026-01-20,5
22293,25369,30,2027-03-04,30
22294,20207,80,2028-10-22,20
22295,58649,40,2028-11-12,20
22296,37417,30,2028-05-06,10
22297,70421,30,2026-04-01,10
22298,64390,40,2026-02-06,20
22299,92084,20,2026-03-13,20
22300,59081,100,2026-11-14,10
22301,57461,30,2028-03-21,30
22302,52186,20,2028-09-25,30
22303,27038,30,2026-03-05,5
22304,31837,30,2028-01-23,30
22305,38466,40,2026-08-31,10
22306,83484,30,2028-08-21,10
22307,64132,80,2027-03-15,30
22308,96203,40,2026-08-11,5
22309,4025,80,2027-02-07,5
22310,25118,80,2026-10-28,10
22311,92300,100,2027-07-16,30
22312,70635,80,2026-09-04,20
22313,49743,30,2028-03-11,5
22314,89542,30,2026-11-24,20
22315,9539,30,2026-09-09,10
22316,62225,80,2028-12-04,5
22317,46352,40,2028-03-07,10
22318,93446,80,2026-04-05,30
22319,71160,20,2027-03-07,10
22320,7967,30,2026-03-22,20
22321,90762,20,2026-01-18,30
22322,50729,20,2027-09-23,30
22323,32367,20,2027-11-30,30
22324,5467,30,2028-07-25,5
22325,33415,80,2028-05-19,10
22326,43117,30,2026-12-16,30
22327,25476,20,2026-01-09,20
22328,4352,30,2028-02-10,5
22329,50675,80,2026-05-15,5
22330,30087,40,2028-08-21,10
22331,42599,80,2027-11-11,10
22332,71477,40,2026-09-07,10
22333,65935,30,2026-11-16,30
22334,97476,80,2026-04-20,20
22335,34966,80,2028-04-08,10
22336,30073,80,2028-09-08,5
22337,43388,40,2028-12-11,30
22338,30084,40,2027-08-13,10
22339,40054,100,2028-10-21,5
22340,1549,40,2028-03-25,30
22341,4688,30,2027-04-24,30
22342,13611,80,2027-03-05,5
22343,67464,100,2027-12-22,10
22344,9061,20,2028-07-11,30
22345,51949,100,2027-04-25,10
22346,57743,20,2027-10-25,20
22347,62151,20,2028-02-13,20
22348,66212,100,2026-06-10,20
22349,37566,100,2028-11-06,5
22350,67396,80,2027-06-21,30
22351,8777,20,2028-04-02,5
22352,84410,40,2026-01-28,10
22353,45265,20,2028-02-01,10
22354,91802,30,2026-04-13,30
22355,36550,100,2027-04-17,30
22356,33306,80,2028-08-25,30
22357,33344,100,2028-01-31,20
22358,47116,20,2026-09-12,30
22359,34296,20,2028-03-27,30
22360,34327,100,2028-10-03,5
22361,56033,80,2026-11-26,5
22362,7011,80,2027-05-27,30
22363,69696,40,2028-09-14,10
22364,27560,80,2027-08-16,5
22365,70135,40,2028-08-29,20
22366,47400,100,2026-04-25,30
22367,87944,40,2027-05-18,5
22368,78213,100,2026-03-23,5
22369,28501,30,2026-12-19,10
22370,59027,80,2027-08-27,10
22371,72414,30,2028-07-16,5
22372,14045,20,2027-10-28,30
22373,2041,30,2027-01-15,30
22374,42009,30,2028-02-16,20
22375,31579,20,2028-04-23,10
22376,16166,40,2027-08-14,20
22377,91338,30,2026-06-05,30
22378,70338,40,2028-01-19,5
22379,59834,20,2026-11-19,10
22380,65843,80,2026-03-26,5
22381,67174,40,2027-03-17,30
22382,93000,80,2026-01-16,20
22383,70631,80,2027-09-16,10
22384,50594,80,2028-05-12,10
22385,74436,80,2028-12-28,20
22386,79495,80,2026-05-25,20
22387,55783,100,2026-12-02,20
22388,76851,30,2028-06-13,5
22389,69166,30,2026-04-18,5
22390,85993,20,2028-10-31,20
22391,79465,100,2027-07-09,20
22392,7986,40,2026-10-25,10
22393,40118,40,2026-09-05,20
22394,92510,30,2027-10-30,20
22395,80520,20,2027-11-20,20
22396,75862,80,2026-05-21,30
22397,17413,100,2028-12-08,20
22398,62829,40,2026-12-18,5
22399,13718,30,2027-02-28,10
22400,35946,100,2027-06-03,5
22401,58906,100,2028-11-19,20
22402,18027,80,2027-07-25,10
22403,33266,20,2026-05-29,5
22404,49394,20,2028-02-25,10
22405,30481,100,2026-03-02,5
22406,4775,40,2026-11-05,10
22407,11737,80,2027-06-25,10
22408,70838,30,2026-11-22,10
22409,49983,30,2026-03-06,30
22410,33114,30,2027-07-17,30
22411,22942,30,2026-08-28,20
22412,79815,40,2026-04-19,30
22413,17328,20,2028-08-27,20
22414,91888,80,2028-02-14,20
22415,72974,30,2027-02-11,5
22416,29673,100,2028-12-06,10
22417,58921,100,2027-03-04,5
22418,21330,20,2027-05-10,30
22419,68350,80,2026-08-11,10
22420,90579,80,2027-01-08,30
22421,31231,100,2027-05-22,30
22422,74451,100,2028-01-24,10
22423,13528,80,2026-04-24,10
22424,89903,20,2027-02-26,20
22425,14776,30,2026-12-08,5
22426,72052,40,2026-02-20,20
22427,65532,80,2026-04-25,5
22428,3944,80,2028-04-17,10
22429,51367,80,2028-10-08,30
22430,20594,40,2028-07-16,5
22431,74263,30,2027-07-29,10
22432,84051,20,2026-03-05,10
22433,22598,100,2026-10-30,10
22434,67775,30,2026-08-09,20
22435,67461,40,2027-01-31,10
22436,6472,100,2028-01-07,20
22437,75770,20,2027-09-23,10
22438,73014,40,2028-06-18,10
22439,27800,80,2028-07-21,30
22440,21992,30,2027-06-02,30
22441,19098,20,2028-03-28,30
22442,15877,20,2027-03-18,5
22443,5870,40,2026-12-24,30
22444,15332,20,2028-08-28,10
22445,1954,40,2027-05-26,20
22446,24264,20,2028-06-10,10
22447,96855,100,2027-11-30,20
22448,87927,30,2027-12-26,5
22449,277,100,2026-12-10,30
22450,2134,40,2027-05-26,5
22451,8262,20,2028-03-17,10
22452,68423,100,2028-09-04,5
22453,78053,100,2026-07-21,20
22454,60465,20,2028-06-04,5
22455,98699,30,2026-04-15,5
22456,49730,40,2026-08-10,20
22457,80314,80,2027-01-31,10
22458,97430,40,2027-12-31,20
22459,3907,100,2026-07-24,5
22460,86348,100,2027-03-05,30
22461,73153,80,2028-08-18,30
22462,88534,80,2028-11-15,30
22463,50625,40,2026-05-10,20
22464,83572,20,2026-05-15,30
22465,1469,20,2028-04-22,10
22466,71794,100,2027-07-01,5
22467,87273,40,2027-02-13,10
22468,38729,100,2028-12-08,30
22469,24819,80,2028-06-28,20
22470,48847,100,2028-06-26,20
22471,50295,80,2026-01-05,5
22472,12182,30,2028-05-17,20
22473,37849,20,2026-08-07,30
22474,8089,20,2028-04-16,10
22475,30833,40,2026-01-19,10
22476,81465,20,2028-08-02,20
22477,37928,100,2028-04-19,5
22478,41855,20,2027-03-19,5
22479,31978,20,2027-05-30,30
22480,11148,20,2028-08-04,20
22481,77285,40,2028-12-07,5
22482,66891,80,2026-05-09,5
22483,6209,40,2026-01-10,10
22484,63254,100,2027-11-28,20
22485,36224,80,2028-11-25,20
22486,82564,30,2026-08-13,5
22487,72134,20,2026-01-09,20
22488,18122,30,2027-12-30,5
22489,25558,20,2026-04-28,30
22490,41270,40,2028-02-26,30
22491,40545,80,2027-12-08,30
22492,53565,80,2027-12-23,20
22493,77163,30,2026-02-01,30
22494,41471,30,2026-04-13,30
22495,12801,30,2026-12-14,30
22496,4571,20,2028-11-06,20
22497,479,30,2026-03-31,20
22498,86910,30,2028-03-18,5
22499,2216,40,2028-12-30,10
22500,94703,100,2026-01-09,30
22501,52990,20,2026-08-01,20
22502,23905,100,2027-03-16,30
22503,460,30,2026-06-06,10
22504,48505,40,2028-03-22,10
22505,36563,30,2026-06-30,30
22506,90299,80,2027-05-01,20
22507,77114,100,2026-02-14,30
22508,49702,30,2028-01-20,10
22509,57349,40,2027-08-09,20
22510,9770,30,2028-10-15,5
22511,43439,100,2028-04-17,30
22512,2562,100,2027-01-03,10
22513,6040,30,2028-10-13,10
22514,78031,20,2026-09-26,30
22515,99733,100,2026-07-14,20
22516,51110,80,2028-05-02,10
22517,55324,100,2027-02-15,20
22518,35216,100,2027-05-17,5
22519,80516,100,2026-02-05,30
22520,9677,20,2027-02-22,10
22521,1710,80,2027-01-24,30
22522,51510,40,2026-03-09,20
22523,97708,40,2027-01-13,30
22524,39203,20,2028-12-06,10
22525,11344,30,2028-12-26,30
22526,77924,30,2028-07-02,20
22527,29465,30,2027-10-23,20
22528,36988,100,2028-07-06,30
22529,92596,30,2028-03-31,10
22530,58592,100,2027-09-11,30
22531,70996,100,2026-07-07,30
22532,42459,100,2026-04-15,20
22533,13183,20,2027-09-08,30
22534,52275,30,2028-09-20,5
22535,35241,80,2026-11-10,5
22536,61530,20,2028-04-15,10
22537,85519,30,2028-09-06,10
22538,68524,30,2027-05-26,30
22539,1972,40,2026-04-15,5
22540,48141,100,2027-05-17,30
22541,73623,100,2028-02-10,30
22542,25513,20,2027-04-24,10
22543,56348,30,2028-04-14,20
22544,87959,80,2026-06-10,5
22545,71859,30,2028-06-17,20
22546,26517,20,2028-02-08,5
22547,38562,40,2027-06-03,30
22548,72609,20,2028-12-20,20
22549,18459,100,2028-07-27,30
22550,49535,40,2027-01-30,20
22551,70032,80,2028-08-07,30
22552,89899,40,2026-05-24,5
22553,74004,40,2027-02-05,30
22554,53118,40,2029-01-01,5
22555,20881,40,2027-02-09,10
22556,81914,80,2027-11-17,20
22557,60177,20,2027-10-01,10
22558,2022,30,2028-07-28,30
22559,69201,100,2027-10-16,20
22560,30682,100,2026-01-07,5
22561,91994,100,2027-05-03,5
22562,56814,20,2026-10-09,5
22563,73143,80,2027-12-29,5
22564,92220,30,2027-12-19,10
22565,68163,20,2026-02-19,10
22566,74155,30,2027-07-30,10
22567,15508,20,2026-08-30,20
22568,81764,100,2028-07-10,20
22569,89764,40,2028-07-17,10
22570,63609,80,2027-12-06,5
22571,9523,30,2027-09-04,10
22572,47722,100,2028-08-26,5
22573,79049,30,2028-11-23,20
22574,48628,80,2027-08-22,5
22575,56198,30,2027-07-13,30
22576,23673,30,2027-10-20,5
22577,47582,100,2028-11-27,30
22578,59446,20,2027-04-06,5
22579,10163,80,2027-09-30,30
22580,74626,30,2028-07-09,5
22581,59569,30,2027-08-13,5
22582,49422,40,2027-05-24,10
22583,3064,20,2028-01-05,20
22584,89346,80,2027-12-05,10
22585,16582,80,2027-08-29,5
22586,2920,30,2027-01-27,30
22587,11401,80,2027-02-19,20
22588,96138,30,2027-04-01,30
22589,56573,40,2027-11-29,30
22590,46991,100,2027-12-10,20
22591,59580,30,2027-09-18,30
22592,68417,30,2026-03-16,30
22593,75670,30,2026-09-20,30
22594,73279,40,2028-12-19,10
22595,24481,40,2026-09-06,20
22596,49826,30,2027-06-04,5
22597,1926,80,2027-02-19,10
22598,39679,40,2026-02-11,5
22599,10311,100,2028-12-12,10
22600,83357,80,2026-02-01,20
22601,90155,20,2028-02-07,10
22602,93649,40,2028-07-25,10
22603,48306,80,2028-04-22,30
22604,81547,30,2028-09-15,20
22605,9548,80,2027-12-24,20
22606,60423,100,2028-10-18,30
22607,88363,20,2026-05-31,10
22608,43990,100,2028-09-05,20
22609,66912,30,2026-12-15,20
22610,41204,40,2027-09-14,20
22611,95097,20,2027-10-01,10
22612,60368,80,2026-04-27,10
